,Ort,Stärke
3534,"9km NE of Aguanga, CA",0.51
3535,"33km SSE of Boca de Yuma, Dominican Republic",3.31
3536,"60km SSW of Kaktovik, Alaska",1.9
3537,"38km SW of Unalaska, Alaska",1.1
3538,"40km SW of Unalaska, Alaska",0.71
3539,"116km NNW of Arctic Village, Alaska",1.6
3540,"42km SSW of Kaktovik, Alaska",2.0
3541,"3km N of Colton, CA",3.43
3542,"124km NNW of Arctic Village, Alaska",1.7
3543,"9km S of Etowah, Tennessee",1.79
3544,"28km SSE of Hawthorne, Nevada",-0.5
3545,"18km NW of Fishhook, Alaska",1.0
3546,"16km N of Santa Paula, CA",1.27
3547,"113km N of Larsen Bay, Alaska",1.7
3548,"4km W of Volcano, Hawaii",1.71
3549,"41km ENE of Bishop, California",0.7
3550,"128km NNW of Arctic Village, Alaska",2.8
3551,"1km ESE of Potala Pastillo, Puerto Rico",2.2
3552,"55km NNW of San Antonio, Puerto Rico",2.53
3553,"12km E of Mammoth Lakes, CA",0.21
3554,"97km N of Larsen Bay, Alaska",2.5
3555,"52km W of Valdez, Alaska",1.2
3556,"10km NE of Aguanga, CA",0.63
3557,"4km WSW of Volcano, Hawaii",1.81
3558,"7km NNW of Trinidad, Colorado",2.5
3559,"63km ENE of Cape Yakataga, Alaska",1.6
3560,"2km ENE of Beaumont, CA",1.44
3561,"39km N of Valdez, Alaska",1.7
3562,"4km WSW of Volcano, Hawaii",1.71
3563,"59km SE of Whittier, Alaska",1.3
3564,"12km E of Mammoth Lakes, CA",0.4
3565,"16km ENE of Salcha, Alaska",0.7
3566,"8km ENE of Aguanga, CA",0.39
3567,"1km SE of Lake Henshaw, CA",0.51
3568,"72km WSW of Willow, Alaska",1.5
3569,"14km SSE of Volcano, Hawaii",1.77
3570,"4km WSW of Volcano, Hawaii",1.73
3571,"8km ENE of Aguanga, CA",1.29
3572,"8km ENE of Aguanga, CA",0.95
3573,"39km S of Kaktovik, Alaska",2.4
3574,"9km ENE of Aguanga, CA",0.46
3575,"32km WNW of Cantwell, Alaska",1.8
3576,"25km SW of Gustine, CA",1.4
3577,"8km ENE of Aguanga, CA",0.89
3578,"76km NNW of Talkeetna, Alaska",1.3
3579,"7km WNW of The Geysers, CA",1.08
3580,"75km N of Loiza, Puerto Rico",2.53
3581,"6km NNW of Cholame, CA",0.91
3582,"10km SSW of Big Bear Lake, CA",0.59
3583,"32km SSW of Hawthorne, Nevada",0.1
3584,"116km NW of Arctic Village, Alaska",2.1
3585,"98km NW of Arctic Village, Alaska",1.6
3586,"66km WSW of Willow, Alaska",1.0
3587,"57km N of Vieques, Puerto Rico",2.61
3588,"108km NNW of Arctic Village, Alaska",1.7
3589,"37km ENE of Cantwell, Alaska",0.8
3590,"27km S of Redoubt Volcano, Alaska",2.0
3591,"112km NNW of Arctic Village, Alaska",2.3
3592,"40km NNW of Carlin, Nevada",2.1
3593,"10km SSW of Big Bear Lake, CA",0.93
3594,"62km W of Anchor Point, Alaska",0.9
3595,"69km SSW of Kaktovik, Alaska",3.8
3596,"119km SW of Mapastepec, Mexico",5.4
3597,"85km WNW of Skagway, Alaska",1.0
3598,"7km SSW of Lilbourn, Missouri",1.14
3599,"124km NNW of Arctic Village, Alaska",1.7
3600,"9km ENE of Aguanga, CA",0.24
3601,"65km N of Loiza, Puerto Rico",1.93
3602,"24km SE of Tok, Alaska",1.6
3603,"55km NNW of Yakutat, Alaska",1.2
3604,"48km WSW of Delta Junction, Alaska",1.6
3605,"115km NNW of Arctic Village, Alaska",1.8
3606,"38km N of Yosemite Valley, California",1.0
3607,"76km WSW of Palpa, Peru",4.5
3608,"8km NE of Aguanga, CA",1.32
3609,"8km NE of Aguanga, CA",0.99
3610,"9km NE of Aguanga, CA",0.83
3611,"51km SSW of Redoubt Volcano, Alaska",0.2
3612,"30km E of Hawthorne, Nevada",0.4
3613,"9km NE of Aguanga, CA",0.8
3614,"10km NE of Aguanga, CA",0.27
3615,"35km SW of Redoubt Volcano, Alaska",2.5
3616,"21km E of Hawthorne, Nevada",0.4
3617,"3km NNW of The Geysers, CA",1.14
3618,"69km NE of Cape Yakataga, Alaska",1.3
3619,"12km ENE of Cloverdale, CA",0.57
3620,"64km NNW of Nikiski, Alaska",0.6
3621,"105km ENE of Miyako, Japan",4.4
3622,"29km E of Hawthorne, Nevada",0.8
3623,"101km NNW of Larsen Bay, Alaska",0.31
3624,"86km NNE of Punta Cana, Dominican Republic",3.07
3625,"68km SSW of Kaktovik, Alaska",2.1
3626,"105km ENE of Miyako, Japan",4.6
3627,"120km NW of Arctic Village, Alaska",1.8
3628,"69km NE of Cape Yakataga, Alaska",0.8
3629,"64km NE of Talkeetna, Alaska",1.6
3630,"12km WNW of The Geysers, CA",0.73
3631,"21km SSW of Gerlach-Empire, Nevada",1.5
3632,"228km S of Taron, Papua New Guinea",5.4
3633,"37km WNW of Nikiski, Alaska",1.4
3634,"68km ESE of Cape Yakataga, Alaska",2.2
3635,"19km SSE of Ester, Alaska",0.5
3636,"9km ENE of Aguanga, CA",0.59
3637,"143km SW of Dadali, Solomon Islands",5.1
3638,"14km NE of Pinckneyville, Illinois",2.29
3639,"9km ENE of Aguanga, CA",0.79
3640,"21km W of Unalaska, Alaska",0.31
3641,"8km NE of Woodland, Washington",1.7
3642,"100km NW of Talkeetna, Alaska",1.4
3643,"105km NNW of Larsen Bay, Alaska",0.83
3644,"25km W of Volcano, Hawaii",1.09
3645,"42km NE of Adak, Alaska",-0.25
3646,"12km SW of Morton, Washington",1.01
3647,"46km W of Nikolski, Alaska",1.06
3648,"142km SW of Dadali, Solomon Islands",4.9
3649,"49km WNW of Talkeetna, Alaska",2.0
3650,"17km NNE of Willow, Alaska",1.3
3651,"10km N of Kingsbury, Nevada",0.3
3652,"70km SSW of Kaktovik, Alaska",2.1
3653,"68km NNW of Valdez, Alaska",2.5
3654,"132km SW of Dadali, Solomon Islands",5.5
3655,"83km W of Larsen Bay, Alaska",2.2
3656,"57km ENE of Cantwell, Alaska",2.2
3657,"30km E of Hawthorne, Nevada",0.2
3658,"25km ENE of Talkeetna, Alaska",1.4
3659,"45km S of Cantwell, Alaska",1.8
3660,"66km SSW of Kaktovik, Alaska",2.3
3661,"13km WNW of Calipatria, CA",1.44
3662,"130km SSE of Prudhoe Bay, Alaska",1.9
3663,"10km SE of Pinnacles, CA",1.28
3664,"4km N of Blytheville, Arkansas",2.26
3665,"94km W of Alakanuk, Alaska",2.8
3666,"26km WNW of Anchor Point, Alaska",1.4
3667,"73km N of Anatahan, Northern Mariana Islands",5.4
3668,"81km NW of Talkeetna, Alaska",1.7
3669,"116km NNW of Arctic Village, Alaska",2.3
3670,"144km SE of McGrath, Alaska",1.4
3671,"16km ESE of Cohoe, Alaska",1.4
3672,"4km WNW of The Geysers, CA",1.04
3673,"43km NNE of Sutton-Alpine, Alaska",1.1
3674,"48km NNE of North Pole, Alaska",0.7
3675,"94km W of Cape Yakataga, Alaska",1.2
3676,Socotra region,4.6
3677,"22km NNW of Elgin, Oregon",1.14
3678,"13km SE of Volcano, Hawaii",1.83
3679,"55km SSW of Redoubt Volcano, Alaska",-0.28
3680,"10km NE of Aguanga, CA",0.67
3681,"10km NE of Aguanga, CA",0.62
3682,"63km SE of Whittier, Alaska",1.5
3683,"96km SW of Kaktovik, Alaska",2.2
3684,"9km NE of Aguanga, CA",1.09
3685,"125km NW of Arctic Village, Alaska",2.1
3686,"8km ENE of Aguanga, CA",0.37
3687,"58km ENE of Cape Yakataga, Alaska",1.4
3688,"41km ESE of Pahala, Hawaii",2.06
3689,"81km ENE of Cape Yakataga, Alaska",1.1
3690,"29km ESE of Hawthorne, Nevada",0.3
3691,"66km ENE of Sutton-Alpine, Alaska",1.3
3692,"12km NE of San Simeon, CA",1.57
3693,"21km NW of Montpelier, Idaho",1.3
3694,"9km NE of Aguanga, CA",0.36
3695,"278km SE of Pondaguitan, Philippines",5.1
3696,"61km NW of Ester, Alaska",0.8
3697,"58km WSW of Talkeetna, Alaska",2.0
3698,"6km WNW of Huron, CA",1.71
3699,"8km NNE of Borrego Springs, CA",1.17
3700,"88km SSW of Kaktovik, Alaska",2.5
3701,"5km E of Borrego Springs, CA",0.8
3702,"3km SW of Mammoth Lakes, CA",0.29
3703,"38km ENE of Adak, Alaska",-0.27
3704,"76km SW of Kaktovik, Alaska",2.1
3705,"4km NNW of The Geysers, CA",0.88
3706,"26km SE of Waikoloa, Hawaii",2.05
3707,"27km NNW of Redoubt Volcano, Alaska",-0.24
3708,"42km ENE of Adak, Alaska",-0.43
3709,"67km SSW of Kaktovik, Alaska",2.7
3710,"13km NE of Little Lake, CA",0.3
3711,"10km NE of Aguanga, CA",0.69
3712,"46km E of Beatty, Nevada",-0.1
3713,"6km NW of The Geysers, CA",1.82
3714,"6km WNW of The Geysers, CA",0.88
3715,"5km SSE of Idyllwild, CA",0.81
3716,"66km N of Pahrump, Nevada",1.0
3717,"10km S of Idyllwild, CA",1.32
3718,"5km W of Mammoth Lakes, CA",1.61
3719,"29km SW of La Jolla, CA",1.9
3720,"0km NNW of La Habra, CA",0.96
3721,"8km NE of Aguanga, CA",0.75
3722,"127km SSE of Coldfoot, Alaska",1.3
3723,"56km SSW of Redoubt Volcano, Alaska",-0.42
3724,"7km NW of The Geysers, CA",0.91
3725,"9km NW of The Geysers, CA",0.57
3726,"7km WNW of The Geysers, CA",0.87
3727,"21km W of Dutch Harbor, Alaska",1.39
3728,"6km WNW of Cobb, CA",0.91
3729,"9km NE of Aguanga, CA",0.7
3730,"5km E of Whitehall, Montana",0.4
3731,"12km S of Volcano, Hawaii",1.33
3732,"1km W of Sweet Home, Oregon",1.42
3733,"4km WSW of Tahoe Vista, California",0.4
3734,"9km E of Cloverdale, CA",0.67
3735,"124km SSE of Prudhoe Bay, Alaska",2.4
3736,"6km ESE of Wofford Heights, CA",1.96
3737,"9km NE of Aguanga, CA",0.68
3738,"50km N of Fort Irwin, California",1.1
3739,"101km ESE of King Salmon, Alaska",-0.22
3740,"68km WNW of Talkeetna, Alaska",1.2
3741,"37km SSE of Morton, Washington",0.29
3742,"83km SSE of Old Iliamna, Alaska",1.7
3743,"67km SSW of Kaktovik, Alaska",3.9
3744,"72km SSW of Kaktovik, Alaska",2.1
3745,"3km NNW of La Verne, CA",0.97
3746,"66km E of Cape Yakataga, Alaska",1.1
3747,"9km NE of Aguanga, CA",0.22
3748,"5km WNW of San Ardo, CA",1.51
3749,"2km E of Diamond Bar, CA",0.62
3750,"14km W of Akutan, Alaska",-0.87
3751,"17km ESE of Julian, CA",1.14
3752,"34km ENE of Pablo, Montana",-0.06
3753,"43km NE of Whittier, Alaska",1.3
3754,"20km ENE of Talkeetna, Alaska",1.5
3755,"4km SW of Volcano, Hawaii",1.75
3756,"110km E of Yakutat, Alaska",1.4
3757,"5km WSW of Volcano, Hawaii",1.68
3758,"11km NW of Ely, Nevada",1.6
3759,"38km WNW of Willow, Alaska",0.7
3760,"22km NNE of Badger, Alaska",1.3
3761,"78km SSW of Kaktovik, Alaska",3.1
3762,"20km NW of Rockport, Washington",0.82
3763,"7km E of Lebec, CA",1.18
3764,"130km NW of Arctic Village, Alaska",2.1
3765,"130km NNW of Arctic Village, Alaska",2.0
3766,"8km ENE of Mammoth Lakes, CA",0.31
3767,"35km SSW of Hawthorne, Nevada",0.4
3768,"7km WSW of North Pole, Alaska",1.4
3769,"7km SSW of Mojave, CA",1.49
3770,"55km ESE of Lazy Mountain, Alaska",1.3
3771,"9km NW of The Geysers, CA",0.89
3772,"5km ENE of Butte, Montana",1.49
3773,"10km NE of Aguanga, CA",0.74
3774,"10km NE of Aguanga, CA",0.3
3775,"50km NNE of Yakutat, Alaska",1.3
3776,"35km E of Bridgeport, California",1.0
3777,"74km ESE of Old Iliamna, Alaska",2.6
3778,"80km NNW of Iquique, Chile",5.0
3779,"122km NW of Arctic Village, Alaska",1.6
3780,"6km E of Santa Venetia, CA",1.26
3781,"51km NE of Adak, Alaska",0.82
3782,"36km SSE of Morton, Washington",-0.05
3783,"90km NNW of Talkeetna, Alaska",1.0
3784,"1km NNE of The Geysers, CA",0.87
3785,"6km NW of The Geysers, CA",1.02
3786,"6km SSE of Elmira, CA",2.62
3787,"8km ENE of Alum Rock, CA",1.14
3788,"87km NW of Talkeetna, Alaska",1.0
3789,"53km NNE of Cape Yakataga, Alaska",1.5
3790,"45km ENE of Beatty, Nevada",-0.1
3791,"11km S of Corona, CA",0.77
3792,"13km SE of Sparks, Nevada",1.5
3793,"4km NE of Mammoth Lakes, CA",0.17
3794,"9km NE of Aguanga, CA",1.65
3795,"10km NE of Aguanga, CA",0.8
3796,"15km NNE of Dillon, Montana",0.7
3797,"69km SW of Homer, Alaska",1.9
3798,"13km W of Malibu, CA",2.92
3799,"10km NE of Aguanga, CA",0.15
3800,"121km NW of Arctic Village, Alaska",1.6
3801,"48km S of Redoubt Volcano, Alaska",1.0
3802,"9km S of Emajagua, Puerto Rico",1.02
3803,"110km NNW of Arctic Village, Alaska",1.7
3804,"84km SW of Kaktovik, Alaska",3.0
3805,"10km NW of The Geysers, CA",1.14
3806,"69km SSW of Kaktovik, Alaska",2.5
3807,"83km SW of Kaktovik, Alaska",2.3
3808,"134km NW of Arctic Village, Alaska",1.4
3809,"27km NE of Nikiski, Alaska",1.0
3810,"65km W of Talkeetna, Alaska",1.3
3811,"74km SW of Kaktovik, Alaska",2.0
3812,"18km SE of Hawthorne, Nevada",-0.3
3813,"19km SE of Hawthorne, Nevada",-0.2
3814,"51km ENE of Cantwell, Alaska",1.0
3815,"66km W of Anchor Point, Alaska",0.8
3816,"3km NNW of Monrovia, CA",0.66
3817,"24km ESE of Old Faithful Geyser, Wyoming",1.7
3818,"45km WNW of Cape Yakataga, Alaska",0.2
3819,"130km NW of Arctic Village, Alaska",1.7
3820,"61km WNW of Willow, Alaska",0.7
3821,"15km S of Volcano, Hawaii",1.94
3822,"5km WSW of Volcano, Hawaii",2.07
3823,"96km WSW of Healy, Alaska",1.9
3824,"54km NW of Abra Pampa, Argentina",4.5
3825,"4km SSW of Volcano, Hawaii",1.89
3826,"4km SW of Volcano, Hawaii",1.93
3827,"18km N of Manhattan, Montana",1.1
3828,"4km SSW of Volcano, Hawaii",2.59
3829,"8km SW of Volcano, Hawaii",0.52
3830,"158km NNE of Calama, Chile",4.6
3831,"27km N of Packwood, Washington",0.76
3832,"1km E of South Park, Wyoming",0.76
3833,"24km SSW of Portola, California",0.0
3834,"26km NNW of Packwood, Washington",0.95
3835,"70km SSW of Kaktovik, Alaska",2.0
3836,"18km SSW of Talkeetna, Alaska",1.0
3837,"3km SSW of Cobb, CA",0.85
3838,"78km ENE of Cape Yakataga, Alaska",1.0
3839,"10km W of Santa Paula, CA",1.48
3840,"42km E of Glennallen, Alaska",1.0
3841,"35km W of Ambrose, CA",1.49
3842,"22km NNW of Cathlamet, Washington",0.95
3843,"7km NNE of Little Lake, CA",0.58
3844,"26km NNW of Packwood, Washington",1.04
3845,"28km SSE of Sterling, Alaska",1.3
3846,"26km NNW of Packwood, Washington",0.63
3847,"26km NNW of Packwood, Washington",0.89
3848,"26km NNW of Packwood, Washington",1.43
3849,"10km NE of Aguanga, CA",0.22
3850,"27km NNW of Packwood, Washington",1.0
3851,"26km NNW of Packwood, Washington",0.97
3852,"27km NNW of Packwood, Washington",0.68
3853,"26km NNW of Packwood, Washington",1.32
3854,"32km SSW of Hawthorne, Nevada",0.0
3855,"26km NNW of Packwood, Washington",0.92
3856,"27km NNW of Packwood, Washington",0.66
3857,"26km NNW of Packwood, Washington",0.62
3858,"5km NNW of Pinnacles, CA",1.18
3859,"43km ENE of Adak, Alaska",-0.03
3860,"42km N of Hatillo, Puerto Rico",2.84
3861,"1km WSW of Parkfield, CA",0.66
3862,"75km SW of Kaktovik, Alaska",2.5
3863,"8km E of Pahala, Hawaii",1.9
3864,"12km SSE of Verdi, Nevada",0.1
3865,"47km W of Nikolski, Alaska",1.02
3866,"35km W of Tanaga Volcano, Alaska",1.29
3867,"19km E of Las Animas, Chile",4.4
3868,"10km NE of Aguanga, CA",0.43
3869,"79km NNW of Yakutat, Alaska",1.2
3870,"52km NNE of Yakutat, Alaska",1.6
3871,"33km W of Bandar, Indonesia",4.3
3872,"10km WNW of Home, Washington",1.31
3873,"3km N of Colton, CA",1.22
3874,"125km NNW of Arctic Village, Alaska",2.7
3875,"65km SW of Kaktovik, Alaska",2.0
3876,"7km NW of The Geysers, CA",0.55
3877,"96km NNW of Talkeetna, Alaska",2.0
3878,"72km SSW of Kaktovik, Alaska",2.6
3879,"73km W of Anchor Point, Alaska",1.5
3880,"18km W of Progreso, B.C., MX",1.85
3881,"33km NNE of Eielson Air Force Base, Alaska",0.9
3882,"9km WNW of Cobb, CA",1.71
3883,"16km N of North Nenana, Alaska",0.8
3884,"2km SE of The Geysers, CA",1.5
3885,"8km SSW of Almanor, CA",1.24
3886,"5km ENE of Mammoth Lakes, CA",-0.05
3887,"6km ENE of San Ardo, CA",1.54
3888,"7km E of Mammoth Lakes, CA",0.2
3889,"66km WNW of Beatty, Nevada",0.1
3890,"22km SSW of Gerlach-Empire, Nevada",1.4
3891,"51km S of Deltana, Alaska",1.2
3892,"9km ENE of Coso Junction, CA",1.25
3893,"160km NNW of Bereeda, Somalia",4.4
3894,"28km N of Bridgeport, California",1.7
3895,"19km NE of Three Forks, Montana",1.18
3896,"135km WNW of Arctic Village, Alaska",1.8
3897,"18km S of Ester, Alaska",1.0
3898,"43km SW of Beatty, Nevada",-0.4
3899,Carlsberg Ridge,5.4
3900,"6km NNE of Hydesville, CA",2.09
3901,"59km ENE of Beatty, Nevada",-0.3
3902,"74km ENE of Cape Yakataga, Alaska",1.4
3903,"95km NNW of Talkeetna, Alaska",1.3
3904,"47km W of Nikolski, Alaska",0.82
3905,"54km N of Fort Irwin, California",0.6
3906,"3km N of The Geysers, CA",1.72
3907,"7km ENE of Pinnacles, CA",0.77
3908,"9km NE of Aguanga, CA",1.28
3909,"8km NE of Aguanga, CA",0.65
3910,"6km SSW of Lilbourn, Missouri",1.08
3911,"47km W of Nikolski, Alaska",1.4
3912,"21km NE of Big Bear City, CA",1.31
3913,"11km SE of Mammoth Lakes, CA",0.52
3914,"14km SE of Lincoln, Montana",1.66
3915,"41km NW of Anchor Point, Alaska",1.5
3916,"66km NE of Santa Barbara de Samana, Dominican Republic",2.15
3917,"145km NE of Petropavlovsk-Kamchatskiy, Russia",4.2
3918,"47km ESE of Beatty, Nevada",-0.4
3919,"13km W of Akutan, Alaska",0.03
3920,"58km NE of Talkeetna, Alaska",1.1
3921,"47km W of Nikolski, Alaska",1.79
3922,"6km NNE of Hydesville, CA",2.67
3923,"46km W of Nikolski, Alaska",1.19
3924,"135km WNW of Arctic Village, Alaska",2.0
3925,"47km W of Nikolski, Alaska",1.68
3926,"10km WSW of Stella, Puerto Rico",2.36
3927,"127km SSE of Homer, Alaska",2.4
3928,"39km SW of Rosarito, B.C., MX",2.07
3929,"11km SSE of Salcha, Alaska",0.8
3930,"135km WNW of Arctic Village, Alaska",1.8
3931,"51km ENE of Beatty, Nevada",-0.3
3932,"123km NW of Arctic Village, Alaska",2.9
3933,"132km WNW of Arctic Village, Alaska",2.5
3934,"14km NW of Sandy Valley, Nevada",0.7
3935,"42km NW of Nikiski, Alaska",1.1
3936,"81km WNW of Skagway, Alaska",2.5
3937,"69km ENE of Talkeetna, Alaska",1.1
3938,"101km ESE of King Salmon, Alaska",-0.27
3939,"1km S of Anderson Springs, CA",1.79
3940,"9km WSW of Beaver, Utah",0.88
3941,"93km WNW of Arctic Village, Alaska",1.7
3942,"24km ENE of Talkeetna, Alaska",1.2
3943,"15km NE of Honaunau-Napoopoo, Hawaii",1.82
3944,"15km SE of Lincoln, Montana",0.6
3945,"11km N of Borrego Springs, CA",0.92
3946,"92km SE of New Allakaket, Alaska",1.4
3947,"4km ESE of Portland, Oregon",0.97
3948,"39km NNE of Mammoth Lakes, California",0.6
3949,"9km NE of Aguanga, CA",0.12
3950,"27km NNE of North Nenana, Alaska",0.7
3951,"117km NW of Arctic Village, Alaska",1.6
3952,"25km ENE of Talkeetna, Alaska",0.9
3953,"27km NNW of Packwood, Washington",0.61
3954,"78km WNW of Skagway, Alaska",1.2
3955,"1km WSW of Inglewood, CA",1.83
3956,"8km ESE of Guthrie, Oklahoma",2.8
3957,"10km NE of Aguanga, CA",0.36
3958,"47km W of Nikolski, Alaska",1.19
3959,"35km NNE of Sterling, Alaska",0.8
3960,"22km SW of New Idria, CA",1.33
3961,"48km WSW of Valdez, Alaska",1.5
3962,"43km ENE of Adak, Alaska",-0.4
3963,"2km WSW of Inglewood, CA",1.35
3964,"14km NE of Little Lake, CA",0.34
3965,"9km NNE of Nikiski, Alaska",1.7
3966,"31km NNW of Packwood, Washington",0.69
3967,"1km NE of Lennox, CA",1.51
3968,"48km NNE of Yakutat, Alaska",1.5
3969,"135km NW of Arctic Village, Alaska",2.8
3970,"136km NW of Arctic Village, Alaska",1.6
3971,"36km SSE of Gabbs, Nevada",1.5
3972,"57km S of Deltana, Alaska",1.0
3973,"17km NNE of Coso Junction, CA",0.97
3974,"9km NE of Aguanga, CA",0.29
3975,"43km ENE of Adak, Alaska",-0.58
3976,"95km SE of King Salmon, Alaska",0.3
3977,"22km ENE of Talkeetna, Alaska",1.0
3978,"40km S of Kaktovik, Alaska",2.0
3979,"2km E of The Geysers, CA",0.72
3980,"101km NNW of Larsen Bay, Alaska",0.36
3981,"13km W of Akutan, Alaska",-0.54
3982,"61km SSW of Kobuk, Alaska",1.3
3983,"20km ENE of Talkeetna, Alaska",1.6
3984,"8km E of Adjuntas, Puerto Rico",1.76
3985,"54km NW of Cape Yakataga, Alaska",1.0
3986,"27km SE of Alamo, Nevada",0.9
3987,"10km S of Idyllwild, CA",1.17
3988,"65km NNE of Redoubt Volcano, Alaska",1.7
3989,"40km NW of Willow, Alaska",1.0
3990,"24km SSE of Blue Lake, CA",1.85
3991,"55km S of Deltana, Alaska",1.1
3992,"22km SW of Afton, Wyoming",1.2
3993,"67km NNW of Valdez, Alaska",2.8
3994,"4km SE of Loma Linda, CA",0.75
3995,"61km N of College, Alaska",1.4
3996,"30km SE of Twentynine Palms, CA",1.46
3997,"16km WSW of Conway Springs, Kansas",1.61
3998,"13km ESE of Corinto, Nicaragua",4.5
3999,"24km ENE of Talkeetna, Alaska",1.2
4000,"63km W of Talkeetna, Alaska",1.3
4001,"21km ENE of Yerington, Nevada",0.8
4002,"258km SE of Kodiak, Alaska",3.9
4003,"154km ESE of Kodiak, Alaska",2.6
4004,"14km NE of Fritz Creek, Alaska",1.4
4005,"63km ENE of Cantwell, Alaska",1.1
4006,"12km WNW of Ahtanum, Washington",1.78
4007,"10km E of Bridgeport, California",0.9
4008,"220km NW of Saumlaki, Indonesia",4.2
4009,"17km SSW of Oasis, CA",1.06
4010,"10km SE of Pinnacles, CA",2.36
4011,"4km SE of Anza, CA",0.77
4012,"75km NNW of Talkeetna, Alaska",1.9
4013,"40km W of Tanaga Volcano, Alaska",0.15
4014,"24km ESE of Kitaibaraki, Japan",3.9
4015,"43km W of Tanaga Volcano, Alaska",0.85
4016,"63km E of Cape Yakataga, Alaska",1.0
4017,"5km SW of Volcano, Hawaii",1.81
4018,"38km SW of Ovalle, Chile",3.9
4019,"12km N of Ocotillo Wells, CA",1.08
4020,"41km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8
4021,"11km NNE of Castle Rock, Washington",1.71
4022,"282km NNE of Ndoi Island, Fiji",4.4
4023,"41km ESE of Big Pine, California",1.0
4024,"10km ENE of Pamandzi, Mayotte",4.7
4025,"13km S of Verdi, Nevada",0.6
4026,"2km WSW of Anderson Springs, CA",0.86
4027,"6km NNW of Boron, CA",1.37
4028,"10km NE of Aguanga, CA",0.95
4029,"30km E of Hawthorne, Nevada",0.0
4030,"56km E of Cape Yakataga, Alaska",1.2
4031,"47km SW of Homer, Alaska",2.6
4032,"65km SSW of Kaktovik, Alaska",3.0
4033,"79km WSW of Anchor Point, Alaska",1.2
4034,"41km ENE of Adak, Alaska",-0.8
4035,"3km ESE of Loma Linda, CA",1.11
4036,"136km ENE of Anaktuvuk Pass, Alaska",1.6
4037,"80km NNW of Yakutat, Alaska",1.0
4038,"21km NW of Parkfield, CA",1.29
4039,"18km SSE of Bodfish, CA",1.4
4040,"19km ENE of Thousand Palms, CA",0.7
4041,"2km NNW of The Geysers, CA",1.23
4042,"34km ENE of Coso Junction, CA",0.89
4043,"5km WNW of Devore, CA",0.64
4044,"19km ENE of Thousand Palms, CA",0.83
4045,"80km NNW of Yakutat, Alaska",1.3
4046,"67km ENE of Cantwell, Alaska",1.3
4047,"59km WSW of Talkeetna, Alaska",2.2
4048,"71km WSW of Anchor Point, Alaska",1.1
4049,"23km SSE of Opunake, New Zealand",4.3
4050,"3km SSW of Crockett, CA",0.98
4051,"138km NW of Talkeetna, Alaska",1.6
4052,"50km SW of Kaktovik, Alaska",2.2
4053,"43km NNE of Lovelock, Nevada",1.6
4054,"48km NNE of Yakutat, Alaska",1.3
4055,"1km S of Big Bear Lake, CA",1.83
4056,"3km SW of Bagnoli, Italy",1.6
4057,"1km SSW of Big Bear Lake, CA",2.45
4058,"37km SSE of Hawthorne, Nevada",0.3
4059,"76km NNE of Tonopah, Nevada",1.6
4060,"20km SW of Primm, NV",2.12
4061,"64km ENE of Cape Yakataga, Alaska",1.3
4062,"1km SSW of Princeton, Canada",1.93
4063,"85km WSW of Cantwell, Alaska",1.6
4064,"37km NE of Amboy, Washington",-0.14
4065,"35km W of Raton, New Mexico",2.5
4066,"178km NE of Raoul Island, New Zealand",5.0
4067,"16km SE of Lincoln, Montana",0.24
4068,"2km SE of Home Gardens, CA",1.4
4069,"30km E of Hawthorne, Nevada",0.0
4070,"66km SE of Punta Cana, Dominican Republic",3.03
4071,"1km ESE of Home Gardens, CA",0.77
4072,"30km E of Hawthorne, Nevada",1.1
4073,"71km SSW of Kaktovik, Alaska",2.2
4074,"34km WSW of Y, Alaska",1.3
4075,"5km ENE of Vallejo, CA",1.25
